antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'private'}),"frozenset({'Zero', 'neptune', 'tcp'})",0.1727135598602731,0.32875516036837094,0.12023658304223563,0.6961618018846243,2.1175691998403106,1.0,0.0634561089725793,2.2092180765788343,0.63794157556556,0.3153894210745522,0.5473511598508253,0.5309473583197571
frozenset({'private'}),frozenset({'neptune'}),0.1727135598602731,0.32875516036837094,0.12023658304223563,0.6961618018846243,2.1175691998403106,1.0,0.0634561089725793,2.2092180765788343,0.63794157556556,0.3153894210745522,0.5473511598508253,0.5309473583197571
frozenset({'private'}),"frozenset({'Zero', 'neptune'})",0.1727135598602731,0.32875516036837094,0.12023658304223563,0.6961618018846243,2.1175691998403106,1.0,0.0634561089725793,2.2092180765788343,0.63794157556556,0.3153894210745522,0.5473511598508253,0.5309473583197571
frozenset({'private'}),"frozenset({'neptune', 'tcp'})",0.1727135598602731,0.32875516036837094,0.12023658304223563,0.6961618018846243,2.1175691998403106,1.0,0.0634561089725793,2.2092180765788343,0.63794157556556,0.3153894210745522,0.5473511598508253,0.5309473583197571
"frozenset({'http', 'Low', 'tcp'})","frozenset({'Zero', 'Normal', 'normal'})",0.2773896475071451,0.30898697999364877,0.1814464909495078,0.6541213508872353,2.116986776920765,1.0,0.09573670148477226,1.9978481521739277,0.7301728950404855,0.44809332418390363,0.4994614586139265,0.6206757833572867
"frozenset({'http', 'Low'})","frozenset({'Zero', 'Normal', 'normal'})",0.2773896475071451,0.30898697999364877,0.1814464909495078,0.6541213508872353,2.116986776920765,1.0,0.09573670148477226,1.9978481521739277,0.7301728950404855,0.44809332418390363,0.4994614586139265,0.6206757833572867
frozenset({'Medium'}),"frozenset({'Zero', 'http', 'normal', 'tcp'})",0.2334868212130835,0.2977929501429025,0.146792632581772,0.6286977218633119,2.1111907503573115,1.0,0.07726190327323942,1.8912004886719085,0.686659632945041,0.3817881478422466,0.4712353312142765,0.5608164695693525
frozenset({'Medium'}),"frozenset({'Zero', 'http', 'normal'})",0.2334868212130835,0.2977929501429025,0.146792632581772,0.6286977218633119,2.1111907503573115,1.0,0.07726190327323942,1.8912004886719085,0.686659632945041,0.3817881478422466,0.4712353312142765,0.5608164695693525
frozenset({'Medium'}),"frozenset({'Zero', 'Low', 'normal', 'tcp'})",0.2334868212130835,0.3334391870435059,0.16433788504287075,0.7038422305338321,2.1108563656676544,1.0,0.08648422919220779,2.2506950067796208,0.6865617424327711,0.4082035101557877,0.5556927984521378,0.5983496866954875
"frozenset({'High', 'http', 'tcp'})","frozenset({'Zero', 'Low', 'normal'})",0.13329628453477294,0.4269212448396316,0.12007780247697682,0.9008338296605123,2.110070277713401,1.0,0.06317078675089383,5.778974353839396,0.6069919005690573,0.27281746031746035,0.8269589136806555,0.5910491788934825
"frozenset({'High', 'http'})","frozenset({'Zero', 'Low', 'normal'})",0.13329628453477294,0.4269212448396316,0.12007780247697682,0.9008338296605123,2.110070277713401,1.0,0.06317078675089383,5.778974353839396,0.6069919005690573,0.27281746031746035,0.8269589136806555,0.5910491788934825
"frozenset({'http', 'Medium', 'Low'})","frozenset({'Normal', 'normal', 'tcp'})",0.1469117180057161,0.3201413147030803,0.0992378532867577,0.6754931099702783,2.1099841818191263,1.0,0.05220534273911955,2.0950516188875103,0.6166569261551348,0.2698035829915822,0.5226847916372541,0.4927372555431057
"frozenset({'Zero', 'Medium', 'Low', 'http'})","frozenset({'Normal', 'normal', 'tcp'})",0.14655446173388378,0.3201413147030803,0.09895998729755479,0.6752437703141928,2.109205339337278,1.0,0.05204184924246695,2.0934430910060278,0.6161937331504957,0.2691062176165803,0.5223180394555464,0.49217861175350064
"frozenset({'http', 'Low', 'SF'})","frozenset({'Zero', 'Normal', 'normal'})",0.2748888536043188,0.30898697999364877,0.1791044776119403,0.6515523465703972,2.1086724967627757,1.0,0.09416740090282559,1.983118592434307,0.7250860657535757,0.44248308325978225,0.4957437221278404,0.6156014559162366
"frozenset({'http', 'Low', 'SF', 'tcp'})","frozenset({'Zero', 'Normal', 'normal'})",0.2748888536043188,0.30898697999364877,0.1791044776119403,0.6515523465703972,2.1086724967627757,1.0,0.09416740090282559,1.983118592434307,0.7250860657535757,0.44248308325978225,0.4957437221278404,0.6156014559162366
"frozenset({'http', 'Medium', 'Low', 'SF'})","frozenset({'Normal', 'normal', 'tcp'})",0.14651476659256907,0.3201413147030803,0.09888059701492537,0.6748848550528311,2.10808422423942,1.0,0.05197516701456535,2.0911320061924417,0.6158696492247211,0.268861305990286,0.5217901131833317,0.49187516156237343
"frozenset({'SF', 'Low', 'tcp', 'Medium', 'http'})","frozenset({'Zero', 'normal'})",0.14651476659256907,0.4732851698952048,0.14615751032073673,0.9975616364128962,2.1077390543079497,1.0,0.07681424412181641,216.01160421297388,0.6157786302070863,0.3085819644653034,0.9953706190755655,0.6531882659964339
"frozenset({'http', 'Medium', 'Low', 'SF'})","frozenset({'Zero', 'normal'})",0.14651476659256907,0.4732851698952048,0.14615751032073673,0.9975616364128962,2.1077390543079497,1.0,0.07681424412181641,216.01160421297388,0.6157786302070863,0.3085819644653034,0.9953706190755655,0.6531882659964339
"frozenset({'Zero', 'SF', 'Low', 'Medium', 'http'})","frozenset({'Normal', 'normal', 'tcp'})",0.14619720546205145,0.3201413147030803,0.09864242616703715,0.6747216942709747,2.1075745718629135,1.0,0.051838660604499646,2.09008308676841,0.6155062318679384,0.2682716182662205,0.5215501209829155,0.4914216034901061
"frozenset({'http', 'Medium', 'Low', 'tcp'})","frozenset({'Zero', 'normal'})",0.1469117180057161,0.4732851698952048,0.14651476659256907,0.997298027560119,2.107182077521976,1.0,0.07698362917663731,194.93715862179164,0.6159181564867445,0.30931031593061264,0.9948701417058192,0.6534338833598632
"frozenset({'http', 'Medium', 'Low'})","frozenset({'Zero', 'normal'})",0.1469117180057161,0.4732851698952048,0.14651476659256907,0.997298027560119,2.107182077521976,1.0,0.07698362917663731,194.93715862179164,0.6159181564867445,0.30931031593061264,0.9948701417058192,0.6534338833598632
"frozenset({'Normal', 'SF', 'Low', 'tcp', 'Medium', 'http'})","frozenset({'Zero', 'normal'})",0.09895998729755479,0.4732851698952048,0.09864242616703715,0.9967910148415563,2.106110814886227,1.0,0.05180613176608663,164.13750893140386,0.5828722012678742,0.20828094878886935,0.9939075473576369,0.6026058571649701
"frozenset({'Normal', 'SF', 'Low', 'Medium', 'http'})","frozenset({'Zero', 'normal'})",0.09895998729755479,0.4732851698952048,0.09864242616703715,0.9967910148415563,2.106110814886227,1.0,0.05180613176608663,164.13750893140386,0.5828722012678742,0.20828094878886935,0.9939075473576369,0.6026058571649701
"frozenset({'Normal', 'Low', 'tcp'})","frozenset({'http', 'normal'})",0.290369958717053,0.3002540489044141,0.18359002858050175,0.6322624743677375,2.1057583625425758,1.0,0.09640527279549901,1.9028407554885542,0.7399795297899008,0.45104349522137716,0.4744699486199253,0.6218557215836573
"frozenset({'Normal', 'Low', 'tcp', 'Medium', 'http'})","frozenset({'Zero', 'normal'})",0.0993172435693871,0.4732851698952048,0.09895998729755479,0.9964028776978417,2.105290723388747,1.0,0.051954608801293975,146.426722769134,0.5828980466593373,0.2089339591015756,0.9931706454867759,0.6027472746285065
"frozenset({'http', 'Normal', 'Low', 'Medium'})","frozenset({'Zero', 'normal'})",0.0993172435693871,0.4732851698952048,0.09895998729755479,0.9964028776978417,2.105290723388747,1.0,0.051954608801293975,146.426722769134,0.5828980466593373,0.2089339591015756,0.9931706454867759,0.6027472746285065
"frozenset({'http', 'High', 'Low', 'SF'})","frozenset({'Zero', 'normal'})",0.11892664337885042,0.4732851698952048,0.11833121625912989,0.9949933244325768,2.102312490908788,1.0,0.062044999642504234,105.20250873293217,0.5951074532288927,0.24970681856257332,0.9904945232576287,0.6225071461548944
"frozenset({'High', 'SF', 'Low', 'tcp', 'http'})","frozenset({'Zero', 'normal'})",0.11892664337885042,0.4732851698952048,0.11833121625912989,0.9949933244325768,2.102312490908788,1.0,0.062044999642504234,105.20250873293217,0.5951074532288927,0.24970681856257332,0.9904945232576287,0.6225071461548944
"frozenset({'http', 'High', 'Low'})","frozenset({'Zero', 'normal'})",0.12071292473801207,0.4732851698952048,0.12007780247697682,0.9947385728378823,2.1017742285441527,1.0,0.06294616538379971,100.10873739679218,0.5961778790279043,0.25337130412932407,0.9900108619287005,0.6242249435522129
"frozenset({'http', 'High', 'Low', 'tcp'})","frozenset({'Zero', 'normal'})",0.12071292473801207,0.4732851698952048,0.12007780247697682,0.9947385728378823,2.1017742285441527,1.0,0.06294616538379971,100.10873739679218,0.5961778790279043,0.25337130412932407,0.9900108619287005,0.6242249435522129
"frozenset({'Zero', 'Medium'})","frozenset({'Normal', 'normal', 'SF', 'tcp'})",0.20252461098761512,0.2900523975865354,0.12345188948872658,0.6095648765190121,2.101568135933619,1.0,0.06470914050148843,1.818349732687498,0.6572802773371916,0.33444456393160554,0.4500507894474115,0.5175920728564679
frozenset({'Medium'}),"frozenset({'http', 'normal', 'tcp'})",0.2334868212130835,0.3002540489044141,0.14711019371228962,0.6300578034682082,2.0984156775477394,1.0,0.07700483027724025,1.891500774055256,0.6828975812313818,0.3804928131416838,0.4713192752990186,0.5600051048012643
frozenset({'Medium'}),"frozenset({'http', 'normal'})",0.2334868212130835,0.3002540489044141,0.14711019371228962,0.6300578034682082,2.0984156775477394,1.0,0.07700483027724025,1.891500774055256,0.6828975812313818,0.3804928131416838,0.4713192752990186,0.5600051048012643
"frozenset({'Normal', 'Low', 'tcp'})","frozenset({'Zero', 'http', 'normal'})",0.290369958717053,0.2977929501429025,0.1814464909495078,0.6248803827751197,2.0983719811877917,1.0,0.09497636431028376,1.8719550181139466,0.7376238908704118,0.4461253171969549,0.46579912961395226,0.6170922841628198
"frozenset({'Zero', 'Normal', 'tcp'})","frozenset({'http', 'normal'})",0.32291997459510957,0.3002540489044141,0.20331851381390917,0.6296250768285186,2.0969744758678,1.0,0.10636048396961698,1.8892908437313607,0.7726154286600018,0.4842582963032996,0.47070086994917415,0.653390010651171
"frozenset({'High', 'http', 'tcp'})","frozenset({'Zero', 'Low', 'normal', 'SF'})",0.13329628453477294,0.4235471578278819,0.11833121625912989,0.8877307921381776,2.0959432160773166,1.0,0.061873953795410164,5.1345587374376,0.6033063298481295,0.26984701728976196,0.805241297035186,0.5835561177185733
"frozenset({'High', 'http'})","frozenset({'Zero', 'Low', 'normal', 'SF'})",0.13329628453477294,0.4235471578278819,0.11833121625912989,0.8877307921381776,2.0959432160773166,1.0,0.061873953795410164,5.1345587374376,0.6033063298481295,0.26984701728976196,0.805241297035186,0.5835561177185733
"frozenset({'http', 'Low', 'SF', 'tcp'})","frozenset({'Zero', 'normal'})",0.2748888536043188,0.4732851698952048,0.27242775484280723,0.9910469314079423,2.093974192403664,1.0,0.14232693706238914,58.83064836251188,0.7204953310424329,0.5726324572382145,0.9830020571278076,0.7833285483174074
"frozenset({'http', 'Low', 'SF'})","frozenset({'Zero', 'normal'})",0.2748888536043188,0.4732851698952048,0.27242775484280723,0.9910469314079423,2.093974192403664,1.0,0.14232693706238914,58.83064836251188,0.7204953310424329,0.5726324572382145,0.9830020571278076,0.7833285483174074
"frozenset({'http', 'Low', 'tcp'})","frozenset({'Zero', 'normal'})",0.2773896475071451,0.4732851698952048,0.2748491584630041,0.9908414424728105,2.0935400166715628,1.0,0.14356475201541397,57.51067551206697,0.7228517459421632,0.5776257612413449,0.9826119239411442,0.785783884869719
"frozenset({'http', 'Low'})","frozenset({'Zero', 'normal'})",0.2773896475071451,0.4732851698952048,0.2748491584630041,0.9908414424728105,2.0935400166715628,1.0,0.14356475201541397,57.51067551206697,0.7228517459421632,0.5776257612413449,0.9826119239411442,0.785783884869719
"frozenset({'udp', 'domain_u'})","frozenset({'Low', 'normal', 'SF'})",0.0722451571927596,0.4771752937440457,0.0721260717688155,0.9983516483516484,2.0922115236065824,1.0,0.037652467663775675,317.1803217952801,0.5626883642431931,0.1511144377910845,0.9968472192904658,0.5747518993775544
frozenset({'domain_u'}),"frozenset({'Low', 'normal', 'SF'})",0.0722451571927596,0.4771752937440457,0.0721260717688155,0.9983516483516484,2.0922115236065824,1.0,0.037652467663775675,317.1803217952801,0.5626883642431931,0.1511144377910845,0.9968472192904658,0.5747518993775544
"frozenset({'Zero', 'udp', 'domain_u'})","frozenset({'Low', 'normal', 'SF'})",0.0696252778659892,0.4771752937440457,0.06950619244204509,0.9982896237172179,2.0920815406941315,1.0,0.03628273002433089,305.6781782576601,0.5610719489878372,0.14562541583499666,0.9967285855807572,0.5719756911531768
"frozenset({'Zero', 'domain_u'})","frozenset({'Low', 'normal', 'SF'})",0.0696252778659892,0.4771752937440457,0.06950619244204509,0.9982896237172179,2.0920815406941315,1.0,0.03628273002433089,305.6781782576601,0.5610719489878372,0.14562541583499666,0.9967285855807572,0.5719756911531768
"frozenset({'Normal', 'SF', 'Low', 'tcp', 'http'})","frozenset({'Zero', 'normal'})",0.18124801524293427,0.4732851698952048,0.1791044776119403,0.988173455978975,2.087902851884789,1.0,0.09332247992451947,44.536665078860864,0.6363960303149713,0.3767220505969775,0.9775465900235389,0.6833008519515775
"frozenset({'http', 'Normal', 'Low', 'SF'})","frozenset({'Zero', 'normal'})",0.18124801524293427,0.4732851698952048,0.1791044776119403,0.988173455978975,2.087902851884789,1.0,0.09332247992451947,44.536665078860864,0.6363960303149713,0.3767220505969775,0.9775465900235389,0.6833008519515775
"frozenset({'http', 'Normal', 'Low'})","frozenset({'Zero', 'normal'})",0.18366941886313115,0.4732851698952048,0.1814464909495078,0.9878971255673223,2.087318995830914,1.0,0.09451847883831724,43.519812837409084,0.638119599119663,0.3815844394356792,0.9770219600039177,0.6856368962567804
"frozenset({'http', 'Normal', 'Low', 'tcp'})","frozenset({'Zero', 'normal'})",0.18366941886313115,0.4732851698952048,0.1814464909495078,0.9878971255673223,2.087318995830914,1.0,0.09451847883831724,43.519812837409084,0.638119599119663,0.3815844394356792,0.9770219600039177,0.6856368962567804
"frozenset({'Zero', 'Medium', 'Low'})","frozenset({'Normal', 'normal', 'SF'})",0.16437758018418547,0.3386789456970467,0.1160685932041918,0.7061096353537792,2.0848938037778253,1.0,0.06039736765118011,2.250230473186959,0.6227205624851794,0.2999281977638732,0.5556010764605286,0.52440971687989
"frozenset({'Zero', 'Medium', 'Low', 'tcp'})","frozenset({'Normal', 'normal', 'SF'})",0.16437758018418547,0.3386789456970467,0.1160685932041918,0.7061096353537792,2.0848938037778253,1.0,0.06039736765118011,2.250230473186959,0.6227205624851794,0.2999281977638732,0.5556010764605286,0.52440971687989
"frozenset({'Medium', 'SF'})","frozenset({'normal', 'tcp'})",0.22979517307081612,0.4239838043823436,0.20300095268339155,0.8833995508723441,2.0835690933036317,1.0,0.10557152097612785,4.9400855650823905,0.6752155981991261,0.45033462486791126,0.7975743563900554,0.6810968356365278
"frozenset({'Medium', 'http', 'SF'})","frozenset({'Zero', 'Normal', 'normal'})",0.1535011114639568,0.30898697999364877,0.09880120673229596,0.643651409361262,2.0831020432462632,1.0,0.05137136187537949,1.939149019132482,0.6142319994611697,0.271665575201921,0.48430987503612777,0.48170494414620135
"frozenset({'Medium', 'http', 'SF', 'tcp'})","frozenset({'Zero', 'Normal', 'normal'})",0.1535011114639568,0.30898697999364877,0.09880120673229596,0.643651409361262,2.0831020432462632,1.0,0.05137136187537949,1.939149019132482,0.6142319994611697,0.271665575201921,0.48430987503612777,0.48170494414620135
frozenset({'Medium'}),"frozenset({'normal', 'tcp'})",0.2334868212130835,0.4239838043823436,0.20562083201016196,0.8806528391703503,2.0770907522122894,1.0,0.10662620127909872,4.826392111998657,0.6765146392230804,0.4550645699727664,0.7928058937619368,0.6828130781377452
"frozenset({'Normal', 'http', 'Medium', 'tcp'})","frozenset({'Zero', 'normal', 'SF'})",0.10717688154969832,0.44391076532232454,0.09880120673229596,0.9218518518518518,2.076660274689426,1.0,0.05122423521870926,7.115833808671673,0.5806946259790634,0.21844830612603125,0.8594683312050718,0.5722109120656022
"frozenset({'Normal', 'http', 'Medium'})","frozenset({'Zero', 'normal', 'SF'})",0.10717688154969832,0.44391076532232454,0.09880120673229596,0.9218518518518518,2.076660274689426,1.0,0.05122423521870926,7.115833808671673,0.5806946259790634,0.21844830612603125,0.8594683312050718,0.5722109120656022
"frozenset({'SF', 'domain_u'})","frozenset({'Low', 'normal'})",0.0722451571927596,0.48170053985392186,0.0721260717688155,0.9983516483516484,2.072556631666644,1.0,0.03732554054723175,314.4350058219552,0.5578026795630406,0.14969517218652165,0.9968196925231466,0.5740419139986507
"frozenset({'udp', 'domain_u'})","frozenset({'Low', 'normal'})",0.0722451571927596,0.48170053985392186,0.0721260717688155,0.9983516483516484,2.072556631666644,1.0,0.03732554054723175,314.4350058219552,0.5578026795630406,0.14969517218652165,0.9968196925231466,0.5740419139986507
"frozenset({'SF', 'udp', 'domain_u'})","frozenset({'Low', 'normal'})",0.0722451571927596,0.48170053985392186,0.0721260717688155,0.9983516483516484,2.072556631666644,1.0,0.03732554054723175,314.4350058219552,0.5578026795630406,0.14969517218652165,0.9968196925231466,0.5740419139986507
frozenset({'domain_u'}),"frozenset({'Low', 'normal'})",0.0722451571927596,0.48170053985392186,0.0721260717688155,0.9983516483516484,2.072556631666644,1.0,0.03732554054723175,314.4350058219552,0.5578026795630406,0.14969517218652165,0.9968196925231466,0.5740419139986507
"frozenset({'Zero', 'SF', 'domain_u'})","frozenset({'Low', 'normal'})",0.0696252778659892,0.48170053985392186,0.06950619244204509,0.9982896237172179,2.0724278698544834,1.0,0.03596765850651878,303.03241769875234,0.5561997194050342,0.14425770308123248,0.9967000230285787,0.5712914950065282
"frozenset({'Zero', 'domain_u'})","frozenset({'Low', 'normal'})",0.0696252778659892,0.48170053985392186,0.06950619244204509,0.9982896237172179,2.0724278698544834,1.0,0.03596765850651878,303.03241769875234,0.5561997194050342,0.14425770308123248,0.9967000230285787,0.5712914950065282
"frozenset({'Zero', 'SF', 'udp', 'domain_u'})","frozenset({'Low', 'normal'})",0.0696252778659892,0.48170053985392186,0.06950619244204509,0.9982896237172179,2.0724278698544834,1.0,0.03596765850651878,303.03241769875234,0.5561997194050342,0.14425770308123248,0.9967000230285787,0.5712914950065282
"frozenset({'Zero', 'udp', 'domain_u'})","frozenset({'Low', 'normal'})",0.0696252778659892,0.48170053985392186,0.06950619244204509,0.9982896237172179,2.0724278698544834,1.0,0.03596765850651878,303.03241769875234,0.5561997194050342,0.14425770308123248,0.9967000230285787,0.5712914950065282
"frozenset({'Zero', 'Medium', 'SF'})","frozenset({'normal', 'tcp'})",0.20034137821530645,0.4239838043823436,0.17600825658939345,0.8785417079453139,2.0721114789400192,1.0,0.09106675687846584,4.742502021667715,0.6470267041172966,0.39259783956082867,0.789140838436934,0.6468356887259572
"frozenset({'Normal', 'Medium', 'SF', 'tcp'})","frozenset({'Zero', 'http', 'normal'})",0.16013020006351222,0.2977929501429025,0.09880120673229596,0.6170054536440258,2.07192767104776,1.0,0.05111556204840946,1.8334648796916062,0.6159974670286665,0.27511882391953135,0.4545845894969078,0.4743918230630153
frozenset({'http'}),"frozenset({'Zero', 'Normal', 'normal'})",0.31768021594156876,0.30898697999364877,0.20331851381390917,0.6400099962514056,2.0713170382278276,1.0,0.10515946328639364,1.9195339115275347,0.7580248976006445,0.48026254102203475,0.4790402013766895,0.6490132201195363
"frozenset({'http', 'tcp'})","frozenset({'Zero', 'Normal', 'normal'})",0.31768021594156876,0.30898697999364877,0.20331851381390917,0.6400099962514056,2.0713170382278276,1.0,0.10515946328639364,1.9195339115275347,0.7580248976006445,0.48026254102203475,0.4790402013766895,0.6490132201195363
"frozenset({'Low', 'tcp'})","frozenset({'Normal', 'normal', 'SF'})",0.38698793267704035,0.3386789456970467,0.27139568116862495,0.7013026977125858,2.0707006048728855,1.0,0.14033101613208523,2.214017499450374,0.8434934487245299,0.5974309681929394,0.5483323866011681,0.7513194219927204
"frozenset({'Medium', 'http'})","frozenset({'Zero', 'Normal', 'normal'})",0.15493013655128612,0.30898697999364877,0.0991187678628136,0.6397642838841917,2.0705218190661046,1.0,0.051247372859828076,1.9182246209706895,0.6118191940714502,0.2717083786724701,0.478684618543805,0.4802752560222603
"frozenset({'Medium', 'http', 'tcp'})","frozenset({'Zero', 'Normal', 'normal'})",0.15493013655128612,0.30898697999364877,0.0991187678628136,0.6397642838841917,2.0705218190661046,1.0,0.051247372859828076,1.9182246209706895,0.6118191940714502,0.2717083786724701,0.478684618543805,0.4802752560222603
"frozenset({'http', 'Low'})","frozenset({'Normal', 'normal', 'tcp'})",0.2773896475071451,0.3201413147030803,0.18359002858050175,0.6618488838008014,2.0673647961202466,1.0,0.09478614214254028,2.010517347801471,0.7144824719247923,0.443517453011124,0.5026155824551753,0.6176572379326388
"frozenset({'Zero', 'Medium'})","frozenset({'normal', 'tcp'})",0.20252461098761512,0.4239838043823436,0.17715941568751986,0.8747549980399844,2.063180218202723,1.0,0.09129226063993662,4.599115226981665,0.6461783948480996,0.3942579505300354,0.7825668741384664,0.6462998845644169
"frozenset({'Zero', 'Low', 'http'})","frozenset({'Normal', 'normal', 'tcp'})",0.2748888536043188,0.3201413147030803,0.1814464909495078,0.6600722021660651,2.061815116796964,1.0,0.09344321195939859,2.000009089074414,0.7102227889073449,0.43871772722910085,0.5000022722582771,0.6134210979832186
"frozenset({'Normal', 'Medium', 'SF', 'tcp'})","frozenset({'http', 'normal'})",0.16013020006351222,0.3002540489044141,0.09903937758018419,0.6184928111056024,2.0598983206467922,1.0,0.050959636659240776,1.8341619017021402,0.612641560652262,0.2740854663297815,0.4547918593925763,0.474172370650633
"frozenset({'http', 'Low', 'SF'})","frozenset({'Normal', 'normal', 'tcp'})",0.2748888536043188,0.3201413147030803,0.18116862496030486,0.6590613718411553,2.0586576663883926,1.0,0.09316534597019566,1.994079371317734,0.7091969052683184,0.43775177441012864,0.4985154480891215,0.6124817088592014
"frozenset({'http', 'SF'})","frozenset({'Zero', 'Normal', 'normal'})",0.2819942838996507,0.30898697999364877,0.17934264845982853,0.6359797297297297,2.0582735549012527,1.0,0.09221008630220384,1.8982817069316005,0.7160889098772242,0.4356798457087754,0.47320779821641495,0.6082005534568484
"frozenset({'http', 'SF', 'tcp'})","frozenset({'Zero', 'Normal', 'normal'})",0.2819942838996507,0.30898697999364877,0.17934264845982853,0.6359797297297297,2.0582735549012527,1.0,0.09221008630220384,1.8982817069316005,0.7160889098772242,0.4356798457087754,0.47320779821641495,0.6082005534568484
"frozenset({'Normal', 'Medium', 'SF'})","frozenset({'Zero', 'http', 'normal', 'tcp'})",0.16124166402032392,0.2977929501429025,0.09880120673229596,0.6127523387493845,2.0576455502232065,1.0,0.050784575917733006,1.8133280588172471,0.6128197195915697,0.27426997245179063,0.44852780767521166,0.4722652656156946
"frozenset({'Normal', 'Medium', 'SF'})","frozenset({'Zero', 'http', 'normal'})",0.16124166402032392,0.2977929501429025,0.09880120673229596,0.6127523387493845,2.0576455502232065,1.0,0.050784575917733006,1.8133280588172471,0.6128197195915697,0.27426997245179063,0.44852780767521166,0.4722652656156946
"frozenset({'Zero', 'High', 'tcp'})","frozenset({'http', 'normal'})",0.19621308351857733,0.3002540489044141,0.1211098761511591,0.6172364960550273,2.0557141470938984,1.0,0.0621961033766863,1.8281417739246728,0.6389144110268327,0.32265228426395937,0.4529964720114731,0.5102972538445417
"frozenset({'High', 'Low', 'SF', 'tcp'})","frozenset({'Zero', 'normal'})",0.1238091457605589,0.4732851698952048,0.12043505874880915,0.9727476755370312,2.0553098584357032,1.0,0.06183802616294286,19.32733594231605,0.5860085792510685,0.25266489007328446,0.9482598117513671,0.6136069166916054
"frozenset({'Zero', 'Low', 'SF', 'http'})","frozenset({'Normal', 'normal', 'tcp'})",0.2724674499841219,0.3201413147030803,0.1791044776119403,0.6573426573426574,2.0532890544049875,1.0,0.09187638996022772,1.9840773877032558,0.7050908039785656,0.43313813957953345,0.49598740139990805,0.6083985450383467
"frozenset({'High', 'Low', 'tcp'})","frozenset({'Zero', 'normal'})",0.1260320736741823,0.4732851698952048,0.12230073039060019,0.9703937007874015,2.0503361662531425,1.0,0.06265161898946986,17.790633889177883,0.5861486278557552,0.2563867853873679,0.943790648145016,0.614400909774729
"frozenset({'Medium', 'tcp'})","frozenset({'Normal', 'normal', 'SF'})",0.2166163861543347,0.3386789456970467,0.15024610987615117,0.693604544621587,2.0479706619909774,1.0,0.07688270059269675,2.158390546250728,0.6532071211719083,0.37093296746373977,0.5366918180136266,0.5686142741860866
"frozenset({'Normal', 'Medium', 'SF'})","frozenset({'http', 'normal'})",0.16124166402032392,0.3002540489044141,0.09903937758018419,0.6142294436238307,2.0456991200121024,1.0,0.05062591510599675,1.8138915464902812,0.6094360419845845,0.2732449895958822,0.44869912320011024,0.4720406869097472
"frozenset({'Normal', 'Medium', 'SF'})","frozenset({'http', 'normal', 'tcp'})",0.16124166402032392,0.3002540489044141,0.09903937758018419,0.6142294436238307,2.0456991200121024,1.0,0.05062591510599675,1.8138915464902812,0.6094360419845845,0.2732449895958822,0.44869912320011024,0.4720406869097472
"frozenset({'SF', 'tcp'})","frozenset({'Normal', 'Low', 'normal'})",0.40913782153064465,0.3244283899650683,0.27139568116862495,0.6633355971669739,2.04462869984466,1.0,0.13865975645562245,2.0066618399510205,0.8646917381166487,0.587219788714249,0.501659930890793,0.7499352646302262
"frozenset({'http', 'SF', 'tcp'})","frozenset({'Zero', 'normal'})",0.2819942838996507,0.4732851698952048,0.2728247062559543,0.9674831081081081,2.0441864010282194,1.0,0.1393609936910315,16.198191138807214,0.7114258416730199,0.5654928418627613,0.9382647116933799,0.7719659942117325
"frozenset({'http', 'SF'})","frozenset({'Zero', 'normal'})",0.2819942838996507,0.4732851698952048,0.2728247062559543,0.9674831081081081,2.0441864010282194,1.0,0.1393609936910315,16.198191138807214,0.7114258416730199,0.5654928418627613,0.9382647116933799,0.7719659942117325
frozenset({'Medium'}),"frozenset({'Normal', 'normal', 'tcp'})",0.2334868212130835,0.3201413147030803,0.15274690377897746,0.6541992519551173,2.043470248636493,1.0,0.07799812586997784,1.9660416848163627,0.6661808215018988,0.3810278245370829,0.4913637855580846,0.5656613122763807
"frozenset({'Medium', 'SF'})","frozenset({'Normal', 'normal', 'tcp'})",0.22979517307081612,0.3201413147030803,0.15024610987615117,0.6538262221454483,2.0423050450450257,1.0,0.07667918105683821,1.9639231183552237,0.6626252691725143,0.3759062468964148,0.49081509828271924,0.5615690317174855
"frozenset({'Zero', 'High', 'Medium', 'SF'})","frozenset({'normal', 'tcp'})",0.061170212765957445,0.4239838043823436,0.052913623372499205,0.8650227125243348,2.040225837834757,1.0,0.026978443849111165,4.267504603109655,0.543078404161947,0.1224171181926715,0.7656710201855863,0.49491188055764535
"frozenset({'Low', 'SF', 'tcp'})","frozenset({'Zero', 'Normal', 'normal'})",0.37305493807557955,0.30898697999364877,0.2346776754525246,0.6290700148967865,2.0359110759609256,1.0,0.11940855676483363,1.8629203562879195,0.8115853247914668,0.5245785270629991,0.4632083993152485,0.6942883476333881
"frozenset({'High', 'Medium', 'SF'})","frozenset({'normal', 'tcp'})",0.06311527469037789,0.4239838043823436,0.05446173388377262,0.8628930817610063,2.0352029319093035,1.0,0.027701879605909557,4.201219041431531,0.5429147181528076,0.12588310854206805,0.7619738485096321,0.49567273692956226
"frozenset({'Normal', 'Medium', 'tcp'})","frozenset({'Zero', 'http', 'normal'})",0.16370276278183551,0.2977929501429025,0.0991187678628136,0.6054801163918525,2.033225152245208,1.0,0.05036923918746705,1.7799028110698645,0.6076434687259797,0.27352393471355024,0.43817157106520904,0.4691623455859556
